kode,navn,definition,kommentar,virkningFra,virkningTil
"0","Stamdata","","","2015-10-01",""
"1","Adresseopgave","","","2015-10-01",""
"2","Dialogklient","","","2015-10-01",""
"3","Gadepostnummer","","","2015-10-01",""
"4","Supplerende bynavn","","","2015-10-01",""
"5","Fejlmeldeklient","","","2015-10-01",""
"6","Fortrudt fremdatering","","","2015-10-01",""
